Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
30-06-2022,2,700,1 out of 2,Super Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11000
04-07-2022,2,1105,1 out of 4,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
04-07-2022,3,1430,3 out of 4,Super Area,Subramanyapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,24000
20-06-2022,2,850,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14500
23-05-2022,1,650,1 out of 2,Super Area,Byatarayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4000
23-05-2022,2,1200,Ground out of 2,Super Area,Kempapura Agrahara,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
04-07-2022,2,600,1 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,8500
26-06-2022,1,400,2 out of 4,Carpet Area,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
27-05-2022,4,2800,Ground out of 4,Carpet Area,"Sarakki Nagar, J P Nagar",Bangalore,Furnished,Family,4,Contact Agent,180000
06-05-2022,2,1100,Ground out of 1,Super Area,"Ananda Puram, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10500
29-05-2022,2,900,1 out of 5,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,2,Contact Owner,12000
12-06-2022,3,1300,2 out of 4,Super Area,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,32000
25-05-2022,2,1000,Ground out of 1,Super Area,Horamavu kelkkeri road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
24-06-2022,3,1000,1 out of 2,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Owner,21000
06-06-2022,2,900,Ground out of 1,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent,12000
06-06-2022,1,800,1 out of 1,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent,7000
12-05-2022,2,750,1 out of 3,Super Area,Hutchins Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,15000
10-05-2022,2,1100,2 out of 5,Carpet Area,Nisarga capital appartment,Bangalore,Unfurnished,Bachelors,2,Contact Owner,11400
28-04-2022,2,1200,1 out of 3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
20-06-2022,2,1000,Ground out of 2,Carpet Area,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,19000
04-07-2022,2,1000,4 out of 4,Carpet Area,"Hbr Layout Block 4, HBR Layout",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,27000
18-05-2022,3,2000,2 out of 4,Carpet Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,48000
04-06-2022,1,550,1 out of 3,Super Area,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
12-06-2022,2,1130,Ground out of 4,Super Area,whitefield,Bangalore,Unfurnished,Family,2,Contact Owner,15000
27-06-2022,2,600,Ground out of 1,Super Area,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
16-05-2022,1,100,1 out of 2,Carpet Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
20-06-2022,2,500,2 out of 5,Super Area,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
10-05-2022,1,600,Ground out of 3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
31-05-2022,2,1200,1 out of 5,Carpet Area,Mahatma Gandhi Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,35000
31-05-2022,2,850,1 out of 2,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
27-05-2022,1,600,1 out of 4,Super Area,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4500
23-05-2022,2,600,1 out of 3,Super Area,Sivanchetti Gardens,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,16000
23-06-2022,2,700,1 out of 4,Super Area,Nagavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
20-06-2022,1,400,1 out of 1,Carpet Area,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
23-05-2022,1,400,3 out of 4,Super Area,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
30-06-2022,2,1000,1 out of 2,Carpet Area,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,13000
20-06-2022,2,1200,Ground out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
14-05-2022,3,1603,6 out of 17,Carpet Area,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,55000
14-05-2022,3,1200,Ground out of 2,Super Area,Bagalakunte,Bangalore,Semi-Furnished,Family,3,Contact Owner,15000
07-07-2022,1,420,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,12000
07-07-2022,2,1200,3 out of 4,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
07-07-2022,3,1771,10 out of 18,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,36000
16-06-2022,3,1200,2 out of 3,Super Area,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,37000
23-06-2022,2,700,1 out of 2,Super Area,Ragavendra Industrial Estate,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
31-05-2022,1,610,10 out of 10,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,17000
31-05-2022,1,800,3 out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
21-06-2022,1,550,2 out of 3,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
27-05-2022,2,750,1 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9500
04-06-2022,2,700,1 out of 3,Carpet Area,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,13500
22-05-2022,1,600,2 out of 2,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
20-06-2022,1,360,Ground out of 2,Super Area,J P Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,7000
08-06-2022,2,800,2 out of 4,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
18-05-2022,4,3700,18 out of 22,Carpet Area,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Agent,100000
08-07-2022,2,1200,1 out of 3,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
20-06-2022,1,480,2 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,8500
01-07-2022,2,1000,Ground out of 3,Super Area,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
27-06-2022,1,800,Ground out of 3,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1,Contact Owner,11000
27-05-2022,3,900,2 out of 3,Super Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,18000
20-06-2022,3,1450,Ground out of 2,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,17000
20-06-2022,1,400,Ground out of 3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6500
18-05-2022,2,700,1 out of 2,Super Area,Near coffee board layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11500
10-05-2022,2,1000,2 out of 6,Carpet Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,22000
16-05-2022,1,450,3 out of 3,Carpet Area,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,13000
16-06-2022,3,773,2 out of 12,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,20000
27-05-2022,2,1200,1 out of 2,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
27-05-2022,2,1000,2 out of 3,Super Area,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,15000
10-06-2022,1,150,2 out of 3,Super Area,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
04-06-2022,2,865,1 out of 5,Super Area,Ananth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
04-06-2022,1,600,1 out of 4,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
23-05-2022,2,800,2 out of 3,Super Area,Basavanagudi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
31-05-2022,1,200,Ground out of 4,Super Area,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
02-06-2022,1,600,1 out of 4,Carpet Area,Hebbal,Bangalore,Unfurnished,Bachelors,2,Contact Owner,11000
14-06-2022,3,1840,5 out of 14,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000
04-06-2022,2,800,2 out of 4,Super Area,Hegganahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
20-06-2022,3,1600,2 out of 4,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent,30000
30-06-2022,2,600,1 out of 2,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
28-06-2022,2,1100,3 out of 3,Carpet Area,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,Bachelors,2,Contact Owner,15000
27-05-2022,2,950,1 out of 2,Super Area,Nri Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
07-06-2022,2,905,3 out of 6,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Owner,12000
28-04-2022,3,1200,Ground out of 1,Carpet Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,20000
11-06-2022,3,1000,1 out of 2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,13000
05-06-2022,2,1080,1 out of 4,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,17500
10-05-2022,1,600,Ground out of 4,Super Area,Kamala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
31-05-2022,2,1000,Ground out of 3,Super Area,Kachohalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
23-05-2022,1,600,1 out of 2,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
31-05-2022,2,1100,2 out of 5,Super Area,Rmv Extension Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
04-06-2022,1,300,Ground out of 2,Super Area,Nagarbhavi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
04-07-2022,2,1200,3 out of 6,Carpet Area,Marathahalli,Bangalore,Furnished,Bachelors/Family,1,Contact Agent,32900
23-05-2022,2,800,1 out of 4,Super Area,J P Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,15000
23-05-2022,2,535,3 out of 4,Super Area,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,10000
15-06-2022,2,800,1 out of 3,Super Area,"Bedarahalli, Magadi Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10000
05-05-2022,3,1159,4 out of 5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,21000
02-06-2022,4,2650,16 out of 34,Carpet Area,Kanakapura Road,Bangalore,Unfurnished,Bachelors,5,Contact Agent,63000
25-05-2022,1,50,Ground out of 4,Carpet Area,Kodigehalli,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,6900
14-05-2022,2,700,2 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,14000
31-05-2022,1,550,4 out of 5,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,14500
04-06-2022,1,700,2 out of 4,Super Area,Rukmini Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
23-06-2022,2,600,1 out of 5,Super Area,Vibhutipura,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,13000
27-05-2022,2,600,1 out of 4,Super Area,"Mallasandra, Jalahalli West",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
14-06-2022,2,1000,2 out of 4,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,18000
19-05-2022,2,1100,2 out of 2,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
28-04-2022,1,750,3 out of 4,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000
23-05-2022,4,2900,5 out of 7,Super Area,Kannur,Bangalore,Furnished,Bachelors/Family,4,Contact Owner,50000
25-06-2022,2,990,1 out of 4,Super Area,Bhattarahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,14500
01-05-2022,2,1300,Ground out of 2,Super Area,Raghuvanahalli-Bcmc Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,15000
20-06-2022,1,550,2 out of 3,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11500
07-06-2022,3,1360,5 out of 9,Super Area,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
01-06-2022,2,600,2 out of 4,Carpet Area,"Marutinagar,",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,12000
04-05-2022,2,1200,Ground out of 12,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
14-05-2022,2,1050,1 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
23-06-2022,2,840,2 out of 4,Super Area,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
16-06-2022,2,1050,1 out of 5,Super Area,Hoysala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
18-05-2022,3,3250,2 out of 6,Carpet Area,Vasanth Nagar,Bangalore,Furnished,Bachelors/Family,4,Contact Agent,150000
23-05-2022,1,500,2 out of 3,Super Area,Nagarabhavi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,10000
23-05-2022,2,900,1 out of 3,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
22-05-2022,2,1300,2 out of 4,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000
30-05-2022,2,600,2 out of 3,Super Area,"Shamanna Garden, Wilson Garden",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12000
20-05-2022,2,900,3 out of 5,Carpet Area,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,16000
20-05-2022,2,1100,2 out of 5,Carpet Area,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,23000
20-05-2022,2,1100,2 out of 10,Carpet Area,"Jagadish Nagar, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,25000
08-06-2022,1,600,2 out of 3,Super Area,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,7000
31-05-2022,2,1250,1 out of 2,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Owner,17500
16-06-2022,1,415,3 out of 3,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,10000
04-06-2022,3,1200,1 out of 4,Super Area,Vidyaranyapura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,39000
18-05-2022,3,1200,4 out of 4,Carpet Area,Bommasandra,Bangalore,Unfurnished,Bachelors,2,Contact Owner,22000
23-06-2022,2,1000,2 out of 4,Super Area,Gottigere,Bangalore,Semi-Furnished,Family,2,Contact Owner,18000
27-05-2022,2,1300,3 out of 4,Super Area,Bangalore,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,23000
28-04-2022,2,1150,2 out of 4,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,20000
04-07-2022,1,450,3 out of 4,Carpet Area,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
04-07-2022,1,600,5 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,15000
04-06-2022,2,1000,3 out of 4,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
04-06-2022,3,1900,6 out of 16,Carpet Area,Jaya Nagar Block 3,Bangalore,Unfurnished,Bachelors,3,Contact Agent,56000
06-07-2022,3,1700,3 out of 4,Carpet Area,"Arakere Mico Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,43000
09-06-2022,2,1100,2 out of 5,Carpet Area,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
14-05-2022,1,500,1 out of 3,Carpet Area,Mudhaliar layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
07-07-2022,3,1757,9 out of 10,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,31000
19-06-2022,1,300,Ground out of 2,Super Area,Ullal Upnagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
12-06-2022,1,500,2 out of 3,Super Area,Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
11-05-2022,2,1200,Ground out of 1,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Unfurnished,Bachelors,2,Contact Owner,16000
06-07-2022,1,800,Ground out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Family,1,Contact Agent,20000
10-05-2022,3,1281,2 out of 4,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000
23-05-2022,2,1450,Ground out of 2,Carpet Area,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
16-06-2022,1,600,3 out of 3,Super Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,12000
04-06-2022,2,980,3 out of 4,Super Area,Mathikere,Bangalore,Furnished,Family,2,Contact Owner,20000
23-05-2022,3,1500,1 out of 7,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,25000
06-07-2022,3,1800,1 out of 1,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
06-07-2022,1,400,1 out of 2,Super Area,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,7000
22-06-2022,1,600,Ground out of 2,Carpet Area,"Banashankari Stage 3, Banashankari",Bangalore,Unfurnished,Bachelors,1,Contact Owner,7500
25-05-2022,2,1100,Ground out of 2,Carpet Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
31-05-2022,2,1100,1 out of 5,Carpet Area,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,20000
29-06-2022,4,3500,2 out of 4,Carpet Area,Lavelle Road,Bangalore,Semi-Furnished,Bachelors,5,Contact Agent,380000
12-06-2022,2,1100,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,21000
27-05-2022,2,700,1 out of 2,Super Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
28-06-2022,1,600,1 out of 2,Carpet Area,Hesaraghatta Main Road,Bangalore,Unfurnished,Bachelors,1,Contact Owner,5500
23-05-2022,2,700,1 out of 3,Super Area,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10000
07-07-2022,1,250,1 out of 4,Super Area,"Konappana Agrahara, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
24-05-2022,2,1200,2 out of 3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11500
30-04-2022,3,1450,Ground out of 4,Super Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,22000
30-06-2022,2,1221,2 out of 5,Carpet Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors,2,Contact Owner,19000
30-04-2022,2,1250,1 out of 4,Super Area,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
01-05-2022,2,700,Ground out of 2,Carpet Area,"Chikkasandra-Jalahalli West, Jalahalli West",Bangalore,Semi-Furnished,Family,1,Contact Owner,10500
19-05-2022,2,700,1 out of 2,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
23-06-2022,1,200,2 out of 3,Super Area,"Jp Nagar Phase 2, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
27-05-2022,2,1200,Ground out of 1,Carpet Area,Attibele,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
27-05-2022,2,600,3 out of 5,Super Area,"Devinagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,23000
27-05-2022,1,600,3 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
08-07-2022,3,1800,3 out of 4,Carpet Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,29000
09-05-2022,2,900,Ground out of 2,Carpet Area,"Fci Layout, Deepanjali Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
17-05-2022,2,1000,2 out of 2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,10000
28-05-2022,2,500,1 out of 2,Carpet Area,"Ombr Layout, Banaswadi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
14-05-2022,3,1800,1 out of 4,Super Area,"Sinthan Nagar, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,32000
